1	设施陈旧，隔音奇差，也不干净，服务比汉庭度不如，除了位置便利一无是处，下次就算赶飞机或转机都不会再住。
1	亲身感受：在携程定房的时候，看清楚了148元的房间是有单早的，但是酒店前台死活就是说没有早餐的，结果花了10元。而且酒店给我的是他们酒店牌价148元的，所以根本没有优惠。check in花了10分钟。把登记单都填好以后，前台的小伙子要确认有没有空房间，拿着对讲机和客房部的阿姨争，结果阿姨跑下楼说：“跟你说有3个房间”。我就坐在沙发上看他们争，争完了没有人理我。我跑到前台问：我check in 还要多少时间？小伙子看着我，你有什么事？愕然！！！晚上便便，便便绕着马桶兜了无数个圈子就是下不去。早晨check out的时候问服务员为什么，连问两遍，连个茬都不理你，眼皮都不翻一下。俗话说店大欺客，是这样的吗？
0	很有纳西风格的酒店，感觉很好，第二次住这间酒店了，虽然离北门比较远，要走路过去，但是南门相对住宿来说会比较安静，北门的夜市开到太晚，我想很难入睡，贵宾房间也很大，很安静．前面也有吃东西的，烧烤啊，酒吧什么的，都还ok，下次如果在去还会选择这里．
1	我们是在5月2日入住的此酒店，首先外观有点旧，酒店门口的名字是金山大酒店不是叫做新金山，令我们有点混扰。酒店大堂算大，但是设施比较旧。我们订的是行政客房，走进浴室内，首先发现地板有很多毛发，而且很黑，好像完全没有清洁过的一样。房间地毯也像好久没有清洗过，好多污渍。房间的空调不制冷，向服务员讲过，但是没有人来处理，搞到晚上没能睡个好觉。不过，酒店的床还是可以赞一赞的，算是软硬适中。下次去杭州的话，不会考虑住这了。
1	早餐非常简单和差，距离客房很远，需要到后面的附楼，或者通过弯弯曲曲的后勤走到，非常不方便。我住的豪华标间，装潢有点旧，较简单。办理行李寄存只有1个人，7到8个客户等着提和寄，等了约20分钟。退房也只有1个开票和结算的人，12点办理时，有10位左右的客户在等待，总台服务小姐说;领导只有安排一台电脑办理退房开票手续，结果我等了足足30分钟才办完。与四星级服务差远了。所有台阶没有斜坡，拉杆箱只有提着上，更没有行李员帮助提的。
1	房间很旧
1	酒店前台服务很差！开了房间，进去一看，竟然有人入住了！还好没出什么事！要出什么事那谁负责呢？找前台领班反映，领班一变骂服务员一边给我换房间！脸上连笑容也没有！好象是我们顾客犯错！不知道搞什么鬼！给携城打电话投诉，携城的态度很好！酒店经理打到房间来赔礼道歉，还是找什么客观原因，说什么是服务员太忙了，出错！这个好象是低级错误吧！而且还说补偿一份早餐！态度生硬，好象我是属于那种住的起酒店，吃不起早餐的人！跟她们闹，就是因为我没钱吃早餐！真是气愤！不建议大家住这个酒店！
0	酒店位于东方绿舟边缘，环境优美，空气清新。方便之处在于可直接从酒店旁的小路进入东方绿舟园区，无需门票。
1	这个如家实在是太小了,房间很小很小,就不舒服了
0	因为是去会展中心参展，这家还是比较理想的，打车沿着金水路一直下去就到会展中心了。老外对酒店比较满意。自然，价格也不低。稍微有些美中不足的是，早餐就在大堂下沉的空间里，烹炸煎烤的，味道充溢大堂。可能有些人不在乎吧，但我是不大喜欢那种味道的。要是能改善一下通风的话，应该会更好吧？补充点评 2008年5月27日 ： 对了，他们饭店有7座专车可租，去机场的话，人多或行李多，可以租，应该比打两辆出租舒服加实惠。可以侃价的，呵呵！附加一句跟酒店无关的话：郑州机场的出租，那叫黑啊！打到这家饭店，花了151块，而走的时候，从饭店打到机场，只花了73块！差整整一倍啊！提醒大家一定小心！！
0	其实我很喜欢大宗酒店的欧洲式设计,外观和内观也很美,这次已经是第2次入住,感觉也是很不错,服务员很有礼貌,如果价钱上可以提供多点选择更好,因为我记得那次入住是840多元,含早,这次是750,不含早,价钱其实不是差太远,但我比较喜欢那次入住的房间,如果可以提供不同价钱的房间选择就好了,还有被子只有羽绒被,我比较喜欢棉被,羽绒被太热了..哈,我相信我下次也会入住,谢谢
1	新贵这次太恶 心了，说天气不热，不用开空调，然后就把电话挂了，瞬间就活了，直接要投诉，这次服务员说因为在维修，所以不能开，也是醉了，一家酒店居然可以没有冷空调，直接差评加差评。
0	房间什么的都挺好，不过就是网络太慢了，真的是非常慢。我用迅雷试了试，结果是4K/S，跟最早的电话线拨号上网一样。
